tweet,brand,sentiment,clean_text,overall
RT globalbestaward Holler Gram for iPad on iTunes Store: {link} via @mention all you #SXSW-sters great App from #MadebyMany,iPad or iPhone App,Positive,rt globalbestaward holler gram for ipad on itunes store link via all you sxswsters great app from madebymany,1
"The next big thing? Hmmm. RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",Google,Positive,the next big thing hmmm rt google to launch major new social network called circles possibly today link sxsw,1
Too quotable --&gt; RT ���@mention &quot;Apple is the most elegant fascist company in America.&quot; #flip-board #SXSW,Apple,Negative,too quotable gt rt quotapple is the most elegant fascist company in americaquot flipboard sxsw,0
@mention blogging from your iPad notes the next step. Hope you are having a great time. #SXSW,iPad,Positive,blogging from your ipad notes the next step hope you are having a great time sxsw,1
Will somebody write an app that lets me consistently type &quot;SHIT&quot; on my goddamn iphone? Hey #sxsw ... jump on that.,iPhone,Negative,will somebody write an app that lets me consistently type quotshitquot on my goddamn iphone hey sxsw jump on that,0
Excited about #sxsw tomorrow! Leaving for Austin at 8am. Will see Google's @mention at 3:30pm. Still working my schedule.,Google,Positive,excited about sxsw tomorrow leaving for austin at am will see googles at pm still working my schedule,1
Talking about iPad's usefulness for developers. We're not nerds at all. #sxsw,iPad,Positive,talking about ipads usefulness for developers were not nerds at all sxsw,1
Come celebrate w/ Charity Water tonight! (Google is throwin the party). Jump start your #sxsw week off right! studentsforcleanwater.org/rsvp,Google,Positive,come celebrate w charity water tonight google is throwin the party jump start your sxsw week off right studentsforcleanwaterorgrsvp,1
Google Labs' Fusion Tables made Election Day Foursquare visualization possible #SXSW ^PR,Other Google product or service,Positive,google labs fusion tables made election day foursquare visualization possible sxsw pr,1
I'm late but finally here at #gsdm #google #SXSW great surprise to b greeted by the lovely Lindsay stillman. Gonna b a good night.,Google,Positive,im late but finally here at gsdm google sxsw great surprise to b greeted by the lovely lindsay stillman gonna b a good night,1
"Everyone buy @mention an app for his new iPad on this day of his birth. Happy, happy. #SXSW #gsdm",iPad or iPhone App,Positive,everyone buy an app for his new ipad on this day of his birth happy happy sxsw gsdm,1
"Should I buy an iPad for @mention at the makeshift #sxsw Apple Store on launch day? Fuck no, I respect him too much... #wwsxsw",iPad,Negative,should i buy an ipad for at the makeshift sxsw apple store on launch day fuck no i respect him too much wwsxsw,0
"The walk by Lady Bird Lake was lovely, but Google Maps travel times are not to be trusted. #SXSW",Other Google product or service,Negative,the walk by lady bird lake was lovely but google maps travel times are not to be trusted sxsw,0
"&quot;...by the law of averages, better than Buzz&quot; RT @mention &quot;Google Circles will be ______ &quot;  #sxsw",Unknown,Positive,quotby the law of averages better than buzzquot rt quotgoogle circles will be quot sxsw,1
The ironic tee has been usurped by the iPad 2 as the hipster/geek/start-up chic fashion item at this year's #SXSW,iPad,Positive,the ironic tee has been usurped by the ipad as the hipstergeekstartup chic fashion item at this years sxsw,1
The iPad calendar = The Frankeninterface. Designed as one interface metaphor but uses another. #tapworthy #sxsw,Unknown,Negative,the ipad calendar the frankeninterface designed as one interface metaphor but uses another tapworthy sxsw,0
"#SXSW #macallan A formula for a successful day at SXSW - good sessions, my iPad, and a glass of MacAllan single malt. {link}",iPad,Positive,sxsw macallan a formula for a successful day at sxsw good sessions my ipad and a glass of macallan single malt link,1
@mention Can not wait for #iPad 2 also. They should sale them down at #SXSW.,iPad,Positive,can not wait for ipad also they should sale them down at sxsw,1
"Music: Location, mobile recording, meet @mention - #ios and #android updates in time for #sxsw. {link}",Unknown,Positive,music location mobile recording meet ios and android updates in time for sxsw link,1
"#sxsw #enchantment: @mention &quot;Sell your dream. Steve Jobs doesn't say: iPhone is $188 of parts+AT&amp;T, made by ppl in suicidal Chinese",iPhone,Negative,sxsw enchantment quotsell your dream steve jobs doesnt say iphone is of partsatampt made by ppl in suicidal chinese,0
@mention check it. RT @mention #SXSW FREE App Festival Explorer: find the bands you want to see from your music tastes {link},iPad or iPhone App,Positive,check it rt sxsw free app festival explorer find the bands you want to see from your music tastes link,1
@mention check out @mention awesome dj skills on the iPad while u are at #SXSW,iPad,Positive,check out awesome dj skills on the ipad while u are at sxsw,1
"@mention Check out 2011 South by Southwest Interactive iPhone/iPad Must-have Apps, sites and tools by @mention {link} #SXSW",iPad or iPhone App,Positive,check out south by southwest interactive iphoneipad musthave apps sites and tools by link sxsw,1
@mention check out our #eventseekr app launching at #sxsw keep updated on parties. Android: {link} iPhone app on its way,Android App,Positive,check out our eventseekr app launching at sxsw keep updated on parties android link iphone app on its way,1
"@mention check out Smyle (for #Android and the web). Has group chat, shared location and media, and whiteboarding. Thanks. #SXSW #app",Android App,Positive,check out smyle for android and the web has group chat shared location and media and whiteboarding thanks sxsw app,1
About to check out &quot;mistakes I made building Netflix for iPhone.&quot; this is going to be cool -you should always learn from mistakes. #sxsw,iPad or iPhone App,Positive,about to check out quotmistakes i made building netflix for iphonequot this is going to be cool you should always learn from mistakes sxsw,1
@mention Check the latest stream at Apple's store at #SXSW {link} . ipad2 here I come. #PLAYSXSW,iPad,Positive,check the latest stream at apples store at sxsw link ipad here i come playsxsw,1
@mention Check the latest stream at Apple's store at #SXSW {link} . iPad2 wait for me  #PLAYSXSW,iPad,Positive,check the latest stream at apples store at sxsw link ipad wait for me playsxsw,1
"Just launched the pop-up Apple Store at #SXSW. It's our &quot;vintage&quot; store format: Mostly iPods and snarky employees. Ah, the good old days.",Apple,Negative,just launched the popup apple store at sxsw its our quotvintagequot store format mostly ipods and snarky employees ah the good old days,0
"Stupid technology! You always fail at important times! At #SXSW w/ an iPhone, laptop AND Blackberry and the only thing working is my pen.",iPhone,Negative,stupid technology you always fail at important times at sxsw w an iphone laptop and blackberry and the only thing working is my pen,0
It's official: people using the iPad 2 to take photos just look weird. #SXSW,iPad,Negative,its official people using the ipad to take photos just look weird sxsw,0
It's official: We'll be presenting #Filmaster for #iPhone in the contest of world's best mobile apps at #SXSW !!! {link},iPad or iPhone App,Positive,its official well be presenting filmaster for iphone in the contest of worlds best mobile apps at sxsw link,1
It's official! I'm buying an iPad. #SXSW #elevate,iPad,Positive,its official im buying an ipad sxsw elevate,1
Pretty excited about the Apple Pop Up Store coming to #SXSW {link},Apple,Positive,pretty excited about the apple pop up store coming to sxsw link,1
Pretty excited for @mention iPad session #uxdes #sxsw,iPad,Positive,pretty excited for ipad session uxdes sxsw,1
Pretty excited for my iPhone to stop working #sxsw #AT&amp;T,iPhone,Negative,pretty excited for my iphone to stop working sxsw atampt,0
We are excited to see HLS Dynamic Video Ad Insertion for TV Everywhere working on the #iPad2 later today at the #SXSW PopUp Apple Store,iPad,Positive,we are excited to see hls dynamic video ad insertion for tv everywhere working on the ipad later today at the sxsw popup apple store,1
My first computer as a kid was an Atari 800; my kids first computer will be an iPad.  What will they be able to do that I couldn't? #sxsw,iPad,Positive,my first computer as a kid was an atari my kids first computer will be an ipad what will they be able to do that i couldnt sxsw,1
.crowdbeacon has put together a guide to #sxsw at {link} The latest update to their iPhone app is going to be sick.,iPad or iPhone App,Positive,crowdbeacon has put together a guide to sxsw at link the latest update to their iphone app is going to be sick,1
"On its second day in business, the Apple pop-up store appears to be trending. #sxsw #vb (@mention Apple Store, SXSW) [pic]: {link}",Apple,Positive,on its second day in business the apple popup store appears to be trending sxsw vb apple store sxsw pic link,1
At #SXSW conf and EVERYONE has a Mac or Ipad (including me). What happened to the PC? Is it becoming obsolete?,iPad,Positive,at sxsw conf and everyone has a mac or ipad including me what happened to the pc is it becoming obsolete,1
@mention congrats on the first iPad 2 at #sxsw,iPad,Positive,congrats on the first ipad at sxsw,1
@mention Congrats on your iPhone app being featured at #SXSW!,iPad or iPhone App,Positive,congrats on your iphone app being featured at sxsw,1
